goal_id,user_id,goal_name,goal_category,target_amount,current_savings,deadline_months,monthly_required,priority,status
GOAL00652,USR00170,Bike Purchase,vehicle,132000,47500,8,10562.5,Medium,active
GOAL00653,USR00421,Higher Education,education,388000,62000,36,9055.56,Medium,active
GOAL00654,USR00244,Gadget / Laptop,technology,22000,500,10,2150.0,Medium,active
GOAL00655,USR00771,Bike Purchase,vehicle,190000,118500,4,17875.0,Medium,active
GOAL00656,USR00240,Stock Market Portfolio,investment,278000,39000,23,10391.3,High,active
GOAL00657,USR00989,Festival Shopping Fund,lifestyle,15000,7500,1,7500.0,Medium,active
GOAL00658,USR00926,Medical Insurance Fund,healthcare,91000,41500,18,2750.0,High,active
GOAL00659,USR00695,Home Renovation,property,286000,118000,29,5793.1,Low,active
GOAL00660,USR00473,Festival Shopping Fund,lifestyle,39000,500,3,12833.33,High,active
GOAL00661,USR00392,Stock Market Portfolio,investment,666000,342500,25,12940.0,Medium,active
GOAL00662,USR00990,New Car Purchase,vehicle,612000,476000,27,5037.04,Low,active
GOAL00663,USR00821,Home Renovation,property,373000,204000,18,9388.89,High,active
GOAL00664,USR00257,Emergency Fund,savings,908000,206000,20,35100.0,Medium,active
GOAL00665,USR00896,Higher Education,education,190000,61000,32,4031.25,Medium,active
GOAL00666,USR00106,Bike Purchase,vehicle,89000,19500,13,5346.15,Low,active
GOAL00667,USR00872,House Down Payment,property,7866000,3097500,100,47685.0,High,active
GOAL00668,USR00782,New Car Purchase,vehicle,774000,107500,33,20196.97,High,active
GOAL00669,USR00928,Stock Market Portfolio,investment,257000,69000,31,6064.52,High,active
GOAL00670,USR00448,House Down Payment,property,1570000,419000,32,35968.75,Low,active
GOAL00671,USR00228,Medical Insurance Fund,healthcare,99000,55500,13,3346.15,Medium,active
GOAL00672,USR00358,Startup Capital,business,2028000,351500,27,62092.59,High,active
GOAL00673,USR00055,Retirement Corpus,retirement,1819000,52000,180,9816.67,Medium,active
GOAL00674,USR00242,Retirement Corpus,retirement,1840000,936500,264,3422.35,Low,active
GOAL00675,USR00384,International Vacation,travel,193000,90500,9,11388.89,High,active
GOAL00676,USR00954,House Down Payment,property,1990000,256500,45,38522.22,Low,active
GOAL00677,USR00666,Higher Education,education,149000,33500,15,7700.0,Medium,active
GOAL00678,USR00141,Emergency Fund,savings,949000,433000,16,32250.0,High,active
GOAL00679,USR00850,Gadget / Laptop,technology,19000,5000,1,14000.0,Medium,active
GOAL00680,USR00143,Festival Shopping Fund,lifestyle,82000,21000,1,61000.0,Medium,active
GOAL00681,USR00460,Home Renovation,property,307000,14500,35,8357.14,High,active
GOAL00682,USR00082,Emergency Fund,savings,181000,19500,13,12423.08,High,active
GOAL00683,USR00856,New Car Purchase,vehicle,2945000,354000,18,143944.44,Medium,active
GOAL00684,USR00745,Home Renovation,property,727000,54500,15,44833.33,Medium,active
GOAL00685,USR00114,Festival Shopping Fund,lifestyle,19000,5500,4,3375.0,High,active
GOAL00686,USR00309,House Down Payment,property,806000,186500,100,6195.0,High,active
GOAL00687,USR00430,Child Education Fund,education,367000,136500,106,2174.53,Medium,active
GOAL00688,USR00469,House Down Payment,property,1221000,361000,64,13437.5,High,active
GOAL00689,USR00927,Gadget / Laptop,technology,179000,101500,9,8611.11,Medium,active
GOAL00690,USR00017,Child Education Fund,education,1667000,411500,28,44839.29,Medium,active
GOAL00691,USR00248,Bike Purchase,vehicle,18000,2000,5,3200.0,High,active
GOAL00692,USR00440,Emergency Fund,savings,215000,103500,8,13937.5,Medium,active
GOAL00693,USR00247,Home Renovation,property,720000,22000,12,58166.67,Medium,active
GOAL00694,USR00681,Child Education Fund,education,2193000,312500,30,62683.33,High,active
GOAL00695,USR00999,Higher Education,education,2368000,674500,38,44565.79,High,active
GOAL00696,USR00539,Stock Market Portfolio,investment,124000,14500,15,7300.0,Medium,active
GOAL00697,USR00520,Stock Market Portfolio,investment,2294000,1041500,21,59642.86,High,active
GOAL00698,USR00895,Gadget / Laptop,technology,156000,46000,7,15714.29,High,active
GOAL00699,USR00397,Higher Education,education,703000,27500,39,17320.51,High,active
GOAL00700,USR00017,Higher Education,education,334000,161500,27,6388.89,Medium,active
GOAL00701,USR00354,International Vacation,travel,160000,10000,12,12500.0,Medium,active
GOAL00702,USR00644,House Down Payment,property,1014000,837000,75,2360.0,Medium,active
GOAL00703,USR00753,Festival Shopping Fund,lifestyle,44000,25000,2,9500.0,Medium,active
GOAL00704,USR00046,Higher Education,education,1665000,677500,33,29924.24,Medium,active
GOAL00705,USR00834,Child Education Fund,education,4243000,1455000,41,68000.0,High,active
GOAL00706,USR00798,Child Education Fund,education,956000,235500,34,21191.18,Medium,active
GOAL00707,USR00713,Gadget / Laptop,technology,266000,62500,8,25437.5,Medium,active
GOAL00708,USR00831,New Car Purchase,vehicle,429000,170000,19,13631.58,High,active
GOAL00709,USR00795,Gadget / Laptop,technology,43000,13500,8,3687.5,High,active
GOAL00710,USR00207,Emergency Fund,savings,125000,500,14,8892.86,Medium,active
GOAL00711,USR00908,Emergency Fund,savings,676000,91500,14,41750.0,Medium,active
GOAL00712,USR00318,Stock Market Portfolio,investment,66000,6000,35,1714.29,Medium,active
GOAL00713,USR00835,Stock Market Portfolio,investment,51000,1000,25,2000.0,Medium,active
GOAL00714,USR00038,Festival Shopping Fund,lifestyle,18000,0,4,4500.0,Medium,active
GOAL00715,USR00293,Higher Education,education,630000,349500,47,5968.09,Low,active
GOAL00716,USR00049,Medical Insurance Fund,healthcare,50000,35500,6,2416.67,Medium,active
GOAL00717,USR00280,House Down Payment,property,3360000,1037500,63,36865.08,Medium,active
GOAL00718,USR00448,Startup Capital,business,1667000,865500,27,29685.19,Medium,active
GOAL00719,USR00451,Startup Capital,business,3365000,279500,22,140250.0,Low,active
GOAL00720,USR00348,New Car Purchase,vehicle,1998000,52500,38,51197.37,Medium,active
GOAL00721,USR00510,Higher Education,education,2344000,337500,30,66883.33,Low,active
GOAL00722,USR00532,Wedding Fund,lifestyle,1237000,777000,13,35384.62,Low,active
GOAL00723,USR00745,Retirement Corpus,retirement,21036000,6781500,115,123952.17,High,active
GOAL00724,USR00617,Medical Insurance Fund,healthcare,126000,53000,9,8111.11,High,active
GOAL00725,USR00301,Higher Education,education,295000,45000,38,6578.95,High,active
GOAL00726,USR00336,Child Education Fund,education,894000,441500,132,3428.03,High,active
GOAL00727,USR00457,Home Renovation,property,197000,29500,7,23928.57,Medium,active
GOAL00728,USR00171,Bike Purchase,vehicle,195000,79000,5,23200.0,Medium,active
GOAL00729,USR00458,Emergency Fund,savings,139000,83500,18,3083.33,Medium,active
GOAL00730,USR00934,Higher Education,education,734000,166500,18,31527.78,Medium,active
GOAL00731,USR00446,Wedding Fund,lifestyle,3163000,813000,19,123684.21,Medium,active
GOAL00732,USR00811,Emergency Fund,savings,704000,290500,11,37590.91,High,active
GOAL00733,USR00653,Retirement Corpus,retirement,3819000,845500,245,12136.73,Medium,active
GOAL00734,USR00821,Bike Purchase,vehicle,111000,12000,15,6600.0,Medium,active
GOAL00735,USR00976,Emergency Fund,savings,278000,114500,16,10218.75,High,active
GOAL00736,USR00623,Child Education Fund,education,4538000,286000,162,26246.91,Medium,active
GOAL00737,USR00036,New Car Purchase,vehicle,879000,287000,18,32888.89,High,active
GOAL00738,USR00798,Child Education Fund,education,2416000,856000,103,15145.63,Medium,active
GOAL00739,USR00393,Home Renovation,property,364000,131500,21,11071.43,High,active
GOAL00740,USR00158,Child Education Fund,education,996000,386000,98,6224.49,Medium,active
GOAL00741,USR00380,Higher Education,education,327000,54000,13,21000.0,Medium,active
GOAL00742,USR00079,Home Renovation,property,135000,96000,8,4875.0,High,active
GOAL00743,USR00376,Retirement Corpus,retirement,24817000,17196000,179,42575.42,Medium,active
GOAL00744,USR00286,International Vacation,travel,69000,9500,11,5409.09,Low,active
GOAL00745,USR00027,Bike Purchase,vehicle,326000,206000,13,9230.77,High,active
GOAL00746,USR00531,Retirement Corpus,retirement,21297000,9397000,329,36170.21,Low,active
GOAL00747,USR00121,Wedding Fund,lifestyle,677000,17000,13,50769.23,Medium,active
GOAL00748,USR00721,Gadget / Laptop,technology,45000,24000,1,21000.0,High,active
GOAL00749,USR00627,Wedding Fund,lifestyle,2050000,1010000,8,130000.0,Medium,active
GOAL00750,USR00503,International Vacation,travel,106000,54000,15,3466.67,High,active
GOAL00751,USR00874,House Down Payment,property,817000,96000,77,9363.64,Medium,active
GOAL00752,USR00921,Bike Purchase,vehicle,205000,65000,11,12727.27,Medium,active
GOAL00753,USR00090,Festival Shopping Fund,lifestyle,11000,4500,3,2166.67,Medium,active
GOAL00754,USR00866,Higher Education,education,913000,156500,43,17593.02,Medium,active
GOAL00755,USR00727,House Down Payment,property,537000,296500,70,3435.71,Medium,active
GOAL00756,USR00298,Startup Capital,business,1277000,428000,30,28300.0,High,active
GOAL00757,USR00162,Bike Purchase,vehicle,558000,82000,7,68000.0,Medium,active
GOAL00758,USR00718,Child Education Fund,education,108000,67500,77,525.97,High,active
GOAL00759,USR00371,Stock Market Portfolio,investment,1401000,751500,27,24055.56,High,active
GOAL00760,USR00206,Festival Shopping Fund,lifestyle,111000,54500,5,11300.0,High,active
GOAL00761,USR00810,Gadget / Laptop,technology,59000,5500,2,26750.0,High,active
GOAL00762,USR00568,Home Renovation,property,1001000,153500,30,28250.0,Medium,active
GOAL00763,USR00823,Stock Market Portfolio,investment,1148000,500500,29,22327.59,High,active
GOAL00764,USR00906,House Down Payment,property,2879000,1189000,36,46944.44,High,active
GOAL00765,USR00408,Bike Purchase,vehicle,137000,101000,10,3600.0,Medium,active
GOAL00766,USR00539,Retirement Corpus,retirement,1520000,12500,302,4991.72,Medium,active
GOAL00767,USR00844,Home Renovation,property,469000,248000,12,18416.67,High,active
GOAL00768,USR00996,Higher Education,education,1329000,572000,16,47312.5,Medium,active
GOAL00769,USR00461,Gadget / Laptop,technology,180000,71500,9,12055.56,Medium,active
GOAL00770,USR00353,New Car Purchase,vehicle,544000,43000,49,10224.49,Low,active
GOAL00771,USR00799,Stock Market Portfolio,investment,1051000,399000,17,38352.94,Medium,active
GOAL00772,USR00187,Festival Shopping Fund,lifestyle,111000,55500,5,11100.0,Low,active
GOAL00773,USR00444,Stock Market Portfolio,investment,112000,55000,23,2478.26,Low,active
GOAL00774,USR00057,Medical Insurance Fund,healthcare,128000,21000,20,5350.0,High,active
GOAL00775,USR00157,Wedding Fund,lifestyle,1143000,730000,22,18772.73,High,active
GOAL00776,USR00331,Startup Capital,business,3306000,1365000,20,97050.0,Medium,active
GOAL00777,USR00355,Stock Market Portfolio,investment,74000,32000,28,1500.0,Low,active
GOAL00778,USR00867,House Down Payment,property,841000,152000,76,9065.79,High,active
GOAL00779,USR00651,Stock Market Portfolio,investment,1004000,47000,8,119625.0,High,active
GOAL00780,USR00641,Wedding Fund,lifestyle,1250000,640500,10,60950.0,Medium,active
GOAL00781,USR00096,Stock Market Portfolio,investment,886000,464000,9,46888.89,Medium,active
GOAL00782,USR00607,Home Renovation,property,118000,17000,31,3258.06,High,active
GOAL00783,USR00675,Home Renovation,property,788000,376000,22,18727.27,Medium,active
GOAL00784,USR00620,Higher Education,education,867000,581000,27,10592.59,Low,active
GOAL00785,USR00578,Emergency Fund,savings,1493000,409500,15,72233.33,Low,active
GOAL00786,USR00030,House Down Payment,property,212000,1500,112,1879.46,High,active
GOAL00787,USR00657,Festival Shopping Fund,lifestyle,28000,6000,5,4400.0,Medium,active
GOAL00788,USR00667,International Vacation,travel,95000,71000,3,8000.0,Medium,active
GOAL00789,USR00427,Home Renovation,property,258000,45000,10,21300.0,Medium,active
GOAL00790,USR00510,Startup Capital,business,6004000,2563500,23,149586.96,Medium,active
GOAL00791,USR00297,Child Education Fund,education,3605000,1190000,78,30961.54,Low,active
GOAL00792,USR00495,International Vacation,travel,44000,26000,7,2571.43,Low,active
GOAL00793,USR00702,Retirement Corpus,retirement,4043000,2439500,99,16196.97,High,active
GOAL00794,USR00075,Bike Purchase,vehicle,116000,9000,15,7133.33,High,active
GOAL00795,USR00451,Retirement Corpus,retirement,7934000,3412000,123,36764.23,Medium,active
GOAL00796,USR00209,Higher Education,education,1991000,1030000,46,20891.3,Medium,active
GOAL00797,USR00321,Medical Insurance Fund,healthcare,73000,6000,22,3045.45,Medium,active
GOAL00798,USR00752,Medical Insurance Fund,healthcare,103000,8000,13,7307.69,Medium,active
GOAL00799,USR00409,New Car Purchase,vehicle,1775000,539000,41,30146.34,Medium,active
GOAL00800,USR00528,Stock Market Portfolio,investment,340000,81000,14,18500.0,High,active
GOAL00801,USR00248,Gadget / Laptop,technology,12000,1000,11,1000.0,High,active
GOAL00802,USR00461,International Vacation,travel,268000,34000,10,23400.0,High,active
GOAL00803,USR00052,Wedding Fund,lifestyle,179000,65000,31,3677.42,Low,active
GOAL00804,USR00885,Home Renovation,property,1284000,62500,11,111045.45,Medium,active
GOAL00805,USR00986,Medical Insurance Fund,healthcare,87000,10500,15,5100.0,Low,active
GOAL00806,USR00834,Higher Education,education,1919000,1445500,39,12141.03,Low,active
GOAL00807,USR00739,Higher Education,education,492000,179000,47,6659.57,High,active
GOAL00808,USR00164,Gadget / Laptop,technology,20000,500,7,2785.71,Low,active
GOAL00809,USR00479,Gadget / Laptop,technology,72000,44500,3,9166.67,Low,active
GOAL00810,USR00510,Emergency Fund,savings,1658000,471500,6,197750.0,High,active
GOAL00811,USR00403,Stock Market Portfolio,investment,180000,122500,13,4423.08,Medium,active
GOAL00812,USR00247,International Vacation,travel,239000,37000,3,67333.33,Medium,active
GOAL00813,USR00050,Emergency Fund,savings,272000,96000,21,8380.95,High,active
GOAL00814,USR00612,Startup Capital,business,308000,152000,51,3058.82,Low,active
GOAL00815,USR00689,Gadget / Laptop,technology,46000,8000,5,7600.0,High,active
GOAL00816,USR00009,Medical Insurance Fund,healthcare,61000,29500,20,1575.0,High,active
GOAL00817,USR00138,Startup Capital,business,8196000,2199000,38,157815.79,High,active
GOAL00818,USR00375,Festival Shopping Fund,lifestyle,69000,37500,4,7875.0,Medium,active
GOAL00819,USR00047,Retirement Corpus,retirement,6914000,988500,320,18517.19,High,active
GOAL00820,USR00576,International Vacation,travel,397000,8500,9,43166.67,Medium,active
GOAL00821,USR00296,House Down Payment,property,4915000,1306500,109,33105.5,Medium,active
GOAL00822,USR00462,Festival Shopping Fund,lifestyle,20000,3000,2,8500.0,Medium,active
GOAL00823,USR00846,Home Renovation,property,198000,45500,22,6931.82,Medium,active
GOAL00824,USR00122,New Car Purchase,vehicle,340000,9000,33,10030.3,Low,active
GOAL00825,USR00404,Higher Education,education,236000,122000,18,6333.33,Medium,active
GOAL00826,USR00348,Stock Market Portfolio,investment,948000,106000,13,64769.23,Low,active
GOAL00827,USR00774,New Car Purchase,vehicle,2500000,1116500,38,36407.89,High,active
GOAL00828,USR00522,Retirement Corpus,retirement,42368000,16907000,120,212175.0,Medium,active
GOAL00829,USR00047,Emergency Fund,savings,253000,88500,15,10966.67,High,active
GOAL00830,USR00342,Festival Shopping Fund,lifestyle,44000,9500,5,6900.0,Medium,active
GOAL00831,USR00468,New Car Purchase,vehicle,1471000,780000,31,22290.32,Medium,active
GOAL00832,USR00528,New Car Purchase,vehicle,532000,204000,33,9939.39,Medium,active
GOAL00833,USR00628,Higher Education,education,586000,339500,36,6847.22,High,active
GOAL00834,USR00632,Bike Purchase,vehicle,161000,10000,5,30200.0,Low,active
GOAL00835,USR00608,Higher Education,education,3389000,1163500,12,185458.33,Medium,active
GOAL00836,USR00522,Stock Market Portfolio,investment,1748000,343500,20,70225.0,Medium,active
GOAL00837,USR00577,Wedding Fund,lifestyle,510000,71000,32,13718.75,Medium,active
GOAL00838,USR00018,Higher Education,education,1228000,623500,25,24180.0,Medium,active
GOAL00839,USR00113,Retirement Corpus,retirement,1293000,590000,315,2231.75,Medium,active
GOAL00840,USR00816,Startup Capital,business,1984000,404500,28,56410.71,Medium,active
GOAL00841,USR00705,Child Education Fund,education,1092000,808500,63,4500.0,High,active
GOAL00842,USR00486,Wedding Fund,lifestyle,1905000,1628500,13,21269.23,Low,active
GOAL00843,USR00802,Festival Shopping Fund,lifestyle,48000,33500,3,4833.33,Medium,active
GOAL00844,USR00234,Bike Purchase,vehicle,274000,83500,6,31750.0,High,active
GOAL00845,USR00492,New Car Purchase,vehicle,1459000,267000,23,51826.09,Medium,active
GOAL00846,USR00739,Home Renovation,property,433000,198000,21,11190.48,Medium,active
GOAL00847,USR00390,New Car Purchase,vehicle,619000,168000,35,12885.71,Low,active
GOAL00848,USR00249,Emergency Fund,savings,66000,37000,22,1318.18,Medium,active
GOAL00849,USR00718,House Down Payment,property,171000,80000,25,3640.0,High,active
GOAL00850,USR00452,Higher Education,education,1396000,361500,28,36946.43,Medium,active
GOAL00851,USR00423,Bike Purchase,vehicle,230000,86000,5,28800.0,High,active
GOAL00852,USR00514,Festival Shopping Fund,lifestyle,71000,45500,2,12750.0,Medium,active
GOAL00853,USR00483,Medical Insurance Fund,healthcare,519000,139500,14,27107.14,Low,active
GOAL00854,USR00745,Emergency Fund,savings,788000,129500,13,50653.85,Medium,active
GOAL00855,USR00532,International Vacation,travel,132000,27000,6,17500.0,Medium,active
GOAL00856,USR00679,Gadget / Laptop,technology,95000,35500,8,7437.5,Medium,active
GOAL00857,USR00322,New Car Purchase,vehicle,878000,413500,34,13661.76,Medium,active
GOAL00858,USR00546,Higher Education,education,1073000,274000,35,22828.57,Medium,active
GOAL00859,USR00693,Festival Shopping Fund,lifestyle,109000,46500,4,15625.0,Low,active
GOAL00860,USR00698,Child Education Fund,education,1096000,186500,139,6543.17,Low,active
GOAL00861,USR00271,Home Renovation,property,57000,8000,14,3500.0,Medium,active
GOAL00862,USR00981,International Vacation,travel,206000,150500,8,6937.5,High,active
GOAL00863,USR00306,International Vacation,travel,93000,46500,4,11625.0,Low,active
GOAL00864,USR00305,Festival Shopping Fund,lifestyle,11000,2500,5,1700.0,High,active
GOAL00865,USR00213,Bike Purchase,vehicle,99000,3500,11,8681.82,Medium,active
GOAL00866,USR00325,Gadget / Laptop,technology,42000,25000,4,4250.0,Medium,active
GOAL00867,USR00957,Startup Capital,business,2006000,603000,39,35974.36,Medium,active
GOAL00868,USR00281,Wedding Fund,lifestyle,633000,159000,26,18230.77,High,active
GOAL00869,USR00693,Stock Market Portfolio,investment,1549000,519500,31,33209.68,Medium,active
GOAL00870,USR00405,Medical Insurance Fund,healthcare,167000,56000,11,10090.91,Medium,active
GOAL00871,USR00792,Festival Shopping Fund,lifestyle,34000,18000,5,3200.0,High,active
GOAL00872,USR00044,Wedding Fund,lifestyle,777000,727500,11,4500.0,Low,active
GOAL00873,USR00081,Higher Education,education,418000,39500,44,8602.27,Low,active
GOAL00874,USR00672,Wedding Fund,lifestyle,628000,195000,34,12735.29,Medium,active
GOAL00875,USR00220,International Vacation,travel,164000,118500,15,3033.33,Low,active
GOAL00876,USR00278,Startup Capital,business,6752000,1582500,22,234977.27,Medium,active
GOAL00877,USR00279,New Car Purchase,vehicle,230000,116000,54,2111.11,High,active
GOAL00878,USR00759,Home Renovation,property,729000,339500,27,14425.93,High,active
GOAL00879,USR00052,Child Education Fund,education,484000,364000,148,810.81,Low,active
GOAL00880,USR00232,Child Education Fund,education,1413000,325500,126,8630.95,High,active
GOAL00881,USR00103,Retirement Corpus,retirement,14802000,8184500,261,25354.41,Medium,active
GOAL00882,USR00484,House Down Payment,property,6615000,1335500,92,57385.87,Medium,active
GOAL00883,USR00141,Emergency Fund,savings,1327000,134000,16,74562.5,Low,active
GOAL00884,USR00952,New Car Purchase,vehicle,2755000,1746000,42,24023.81,Medium,active
GOAL00885,USR00958,Startup Capital,business,3193000,1119000,48,43208.33,Low,active
GOAL00886,USR00489,Child Education Fund,education,5273000,276000,58,86155.17,High,active
GOAL00887,USR00988,Wedding Fund,lifestyle,427000,64000,14,25928.57,Medium,active
GOAL00888,USR00662,Emergency Fund,savings,205000,124000,18,4500.0,Low,active
GOAL00889,USR00092,Child Education Fund,education,3696000,1087500,123,21207.32,Medium,active
GOAL00890,USR00548,Bike Purchase,vehicle,527000,111500,5,83100.0,Medium,active
GOAL00891,USR00960,Emergency Fund,savings,936000,102000,19,43894.74,Low,active
GOAL00892,USR00180,Retirement Corpus,retirement,7215000,1528500,119,47785.71,Low,active
GOAL00893,USR00181,Startup Capital,business,1862000,1285000,27,21370.37,Low,active
GOAL00894,USR00857,Retirement Corpus,retirement,2173000,293000,242,7768.6,Medium,active
GOAL00895,USR00191,Startup Capital,business,1727000,708500,29,35120.69,Medium,active
GOAL00896,USR00894,Startup Capital,business,3517000,1648000,54,34611.11,High,active
GOAL00897,USR00039,Emergency Fund,savings,259000,27500,22,10522.73,High,active
GOAL00898,USR00618,House Down Payment,property,3650000,982500,64,41679.69,Low,active
GOAL00899,USR00344,Wedding Fund,lifestyle,484000,131500,33,10681.82,Medium,active
GOAL00900,USR00657,Stock Market Portfolio,investment,276000,74500,15,13433.33,Medium,active
GOAL00901,USR00911,New Car Purchase,vehicle,941000,11500,57,16307.02,Low,active
GOAL00902,USR00480,Wedding Fund,lifestyle,404000,214500,21,9023.81,High,active
GOAL00903,USR00116,Higher Education,education,662000,149000,42,12214.29,High,active
GOAL00904,USR00470,Child Education Fund,education,1390000,863000,169,3118.34,High,active
GOAL00905,USR00191,Emergency Fund,savings,691000,98500,6,98750.0,Medium,active
GOAL00906,USR00810,Wedding Fund,lifestyle,930000,672500,22,11704.55,Medium,active
GOAL00907,USR00776,International Vacation,travel,187000,85500,15,6766.67,High,active
GOAL00908,USR00877,Child Education Fund,education,4990000,1952500,49,61989.8,Low,active
GOAL00909,USR00847,Retirement Corpus,retirement,24823000,15006000,303,32399.34,Medium,active
GOAL00910,USR00089,Retirement Corpus,retirement,4523000,702500,290,13174.14,Medium,active
GOAL00911,USR00190,New Car Purchase,vehicle,857000,90000,49,15653.06,Medium,active
GOAL00912,USR00959,International Vacation,travel,708000,471500,16,14781.25,High,active
GOAL00913,USR00393,International Vacation,travel,273000,90000,13,14076.92,Medium,active
GOAL00914,USR00274,Higher Education,education,4174000,984500,34,93808.82,Medium,active
GOAL00915,USR00741,Home Renovation,property,1245000,443500,10,80150.0,High,active
GOAL00916,USR00670,Higher Education,education,91000,9500,15,5433.33,Medium,active
GOAL00917,USR00064,Child Education Fund,education,5458000,2288500,102,31073.53,High,active
GOAL00918,USR00315,New Car Purchase,vehicle,3318000,1587000,18,96166.67,Medium,active
GOAL00919,USR00515,Startup Capital,business,384000,194500,47,4031.91,Low,active
GOAL00920,USR00721,Festival Shopping Fund,lifestyle,23000,5000,1,18000.0,Medium,active
GOAL00921,USR00121,Child Education Fund,education,475000,105500,43,8593.02,Low,active
GOAL00922,USR00303,Higher Education,education,1493000,339500,43,26825.58,Medium,active
GOAL00923,USR00225,New Car Purchase,vehicle,2171000,1031500,44,25897.73,Medium,active
GOAL00924,USR00466,Bike Purchase,vehicle,329000,80500,9,27611.11,Low,active
GOAL00925,USR00383,Retirement Corpus,retirement,1672000,1108000,160,3525.0,Medium,active
GOAL00926,USR00935,Gadget / Laptop,technology,155000,92500,11,5681.82,Medium,active
GOAL00927,USR00822,Child Education Fund,education,1700000,1127500,76,7532.89,Low,active
GOAL00928,USR00781,International Vacation,travel,166000,101500,7,9214.29,Medium,active
GOAL00929,USR00611,Medical Insurance Fund,healthcare,71000,12000,4,14750.0,Medium,active
GOAL00930,USR00539,Gadget / Laptop,technology,15000,2000,3,4333.33,Medium,active
GOAL00931,USR00371,House Down Payment,property,5218000,827000,50,87820.0,Low,active
GOAL00932,USR00115,Emergency Fund,savings,728000,112500,8,76937.5,Low,active
GOAL00933,USR00925,Stock Market Portfolio,investment,207000,65500,25,5660.0,High,active
GOAL00934,USR00550,New Car Purchase,vehicle,4020000,666000,14,239571.43,High,active
GOAL00935,USR00875,Stock Market Portfolio,investment,108000,36000,18,4000.0,Medium,active
GOAL00936,USR00697,International Vacation,travel,366000,163000,5,40600.0,Medium,active
GOAL00937,USR00501,House Down Payment,property,4663000,759000,105,37180.95,Low,active
GOAL00938,USR00457,Festival Shopping Fund,lifestyle,10000,2500,5,1500.0,High,active
GOAL00939,USR00136,Stock Market Portfolio,investment,658000,481000,34,5205.88,Medium,active
GOAL00940,USR00578,Emergency Fund,savings,1509000,59000,9,161111.11,Medium,active
GOAL00941,USR00689,Festival Shopping Fund,lifestyle,36000,5000,5,6200.0,Medium,active
GOAL00942,USR00023,Retirement Corpus,retirement,12435000,784500,235,49576.6,High,active
GOAL00943,USR00004,Bike Purchase,vehicle,183000,63500,3,39833.33,High,active
GOAL00944,USR00075,Emergency Fund,savings,179000,112000,23,2913.04,Medium,active
GOAL00945,USR00718,House Down Payment,property,189000,55500,31,4306.45,Medium,active
GOAL00946,USR00062,Startup Capital,business,6142000,1038500,56,91133.93,Low,active
GOAL00947,USR00957,Gadget / Laptop,technology,178000,23000,9,17222.22,High,active
GOAL00948,USR00419,New Car Purchase,vehicle,2137000,117500,33,61196.97,Medium,active
GOAL00949,USR00785,Child Education Fund,education,459000,44500,60,6908.33,Low,active
GOAL00950,USR00662,Retirement Corpus,retirement,3640000,1124500,143,17590.91,Medium,active
GOAL00951,USR00913,Retirement Corpus,retirement,9015000,2427000,202,32613.86,Medium,active
GOAL00952,USR00940,Startup Capital,business,4385000,87500,55,78136.36,Medium,active
GOAL00953,USR00083,Child Education Fund,education,2151000,855500,28,46267.86,Low,active
GOAL00954,USR00896,Stock Market Portfolio,investment,198000,63000,8,16875.0,High,active
GOAL00955,USR00881,Higher Education,education,3007000,1948000,41,25829.27,High,active
GOAL00956,USR00551,Retirement Corpus,retirement,21528000,10755000,69,156130.43,Medium,active
GOAL00957,USR00746,International Vacation,travel,177000,8500,17,9911.76,Low,active
GOAL00958,USR00775,Emergency Fund,savings,276000,117000,9,17666.67,Low,active
GOAL00959,USR00475,Child Education Fund,education,317000,30500,42,6821.43,Medium,active
GOAL00960,USR00435,Stock Market Portfolio,investment,43000,7000,19,1894.74,Medium,active
GOAL00961,USR00236,International Vacation,travel,450000,51000,8,49875.0,Medium,active
GOAL00962,USR00159,Wedding Fund,lifestyle,610000,307000,27,11222.22,High,active
GOAL00963,USR00897,Bike Purchase,vehicle,202000,9500,8,24062.5,Medium,active
GOAL00964,USR00033,Festival Shopping Fund,lifestyle,69000,8500,1,60500.0,Medium,active
GOAL00965,USR00630,Festival Shopping Fund,lifestyle,160000,48000,2,56000.0,Low,active
GOAL00966,USR00911,Emergency Fund,savings,377000,66500,20,15525.0,High,active
GOAL00967,USR00069,House Down Payment,property,1576000,267000,28,46750.0,Medium,active
GOAL00968,USR00458,Home Renovation,property,389000,7000,34,11235.29,Medium,active
GOAL00969,USR00894,Emergency Fund,savings,669000,91000,17,34000.0,High,active
GOAL00970,USR00046,Retirement Corpus,retirement,17668000,6324000,193,58777.2,Medium,active
GOAL00971,USR00553,International Vacation,travel,19000,1000,12,1500.0,Medium,active
GOAL00972,USR00795,Emergency Fund,savings,432000,140000,18,16222.22,High,active
GOAL00973,USR00297,International Vacation,travel,582000,44500,12,44791.67,Low,active
GOAL00974,USR00750,Home Renovation,property,124000,61500,7,8928.57,Medium,active
GOAL00975,USR00613,Festival Shopping Fund,lifestyle,129000,40000,5,17800.0,Medium,active
GOAL00976,USR00329,International Vacation,travel,215000,128500,8,10812.5,Medium,active
GOAL00977,USR00147,Child Education Fund,education,1871000,416500,95,15310.53,Medium,active
GOAL00978,USR00424,Wedding Fund,lifestyle,444000,54000,31,12580.65,High,active
GOAL00979,USR00571,Home Renovation,property,1094000,170500,21,43976.19,Low,active
GOAL00980,USR00934,New Car Purchase,vehicle,1060000,93500,29,33327.59,Medium,active
